Broj_police,Starost,Kanal_prodaje,Regija,Premija,Broj_šteta,Iznos_štete
571,47,Web,Slavonija,248.39,0,0.0
572,75,Banka,Dalmacija,247.9,0,0.0
573,69,IPM,Zagreb,287.46,0,0.0
574,73,Web,Zagreb,287.22,0,0.0
575,27,Broker,Istra i Kvarner,255.83,1,785.73
576,36,Broker,Istra i Kvarner,255.42,0,0.0
577,36,IPM,Istra i Kvarner,265.65,0,0.0
578,76,Broker,Istra i Kvarner,246.61,0,0.0
579,61,Web,Zagreb,235.51,0,0.0
580,76,IPM,Dalmacija,281.66,0,0.0
581,21,Web,Slavonija,236.34,0,0.0
582,82,Broker,Istra i Kvarner,260.43,0,0.0
583,30,Web,Slavonija,244.89,0,0.0
584,84,IPM,Slavonija,270.97,0,0.0
585,29,Web,Slavonija,235.57,0,0.0
586,72,IPM,Zagreb,263.27,0,0.0
587,78,IPM,Zagreb,266.79,0,0.0
588,58,IPM,Dalmacija,258.31,1,1635.22
589,53,IPM,Dalmacija,253.35,0,0.0
590,19,IPM,Zagreb,284.33,0,0.0
591,39,IPM,Dalmacija,251.9,0,0.0
592,39,Web,Slavonija,263.98,0,0.0
593,58,IPM,Slavonija,264.23,0,0.0
594,31,IPM,Zagreb,299.99,0,0.0
595,52,Broker,Dalmacija,255.16,0,0.0
596,67,Web,Dalmacija,255.09,0,0.0
597,26,Web,Slavonija,276.51,0,0.0
598,76,IPM,Slavonija,267.96,0,0.0
599,73,IPM,Zagreb,283.56,0,0.0
600,27,IPM,Slavonija,229.08,0,0.0
601,42,IPM,Zagreb,247.22,0,0.0
602,62,IPM,Zagreb,285.11,0,0.0
603,28,IPM,Slavonija,259.81,1,2956.01
604,26,IPM,Istra i Kvarner,239.16,0,0.0
605,24,IPM,Slavonija,255.31,0,0.0
606,51,Web,Zagreb,259.93,1,1222.0
607,37,IPM,Slavonija,258.58,0,0.0
608,22,IPM,Dalmacija,258.97,0,0.0
609,72,Web,Dalmacija,258.88,0,0.0
610,32,Web,Dalmacija,255.03,0,0.0
611,65,IPM,Slavonija,245.59,0,0.0
612,21,Banka,Dalmacija,246.82,0,0.0
613,38,Web,Zagreb,294.13,0,0.0
614,26,IPM,Zagreb,281.85,0,0.0
615,83,Broker,Zagreb,283.05,0,0.0
616,52,Broker,Slavonija,251.3,0,0.0
617,68,IPM,Istra i Kvarner,259.77,0,0.0
618,54,IPM,Dalmacija,264.38,0,0.0
619,23,Broker,Zagreb,264.64,0,0.0
620,68,Banka,Zagreb,284.78,0,0.0
621,83,IPM,Zagreb,271.27,0,0.0
622,34,IPM,Zagreb,280.18,0,0.0
623,82,IPM,Slavonija,262.53,0,0.0
624,26,Web,Istra i Kvarner,228.22,0,0.0
625,30,Web,Istra i Kvarner,233.74,0,0.0
626,75,IPM,Slavonija,240.11,0,0.0
627,47,Web,Dalmacija,239.04,0,0.0
628,48,Banka,Slavonija,247.56,0,0.0
629,40,IPM,Zagreb,302.92,0,0.0
630,80,IPM,Slavonija,267.68,0,0.0
631,45,Banka,Slavonija,241.29,0,0.0
632,76,Broker,Dalmacija,263.03,0,0.0
633,27,Web,Zagreb,274.29,1,275.47
634,43,Web,Zagreb,280.67,0,0.0
635,34,IPM,Zagreb,258.82,0,0.0
636,57,Web,Istra i Kvarner,230.19,0,0.0
637,40,Web,Slavonija,260.99,0,0.0
638,52,IPM,Dalmacija,250.49,1,288.52
639,26,IPM,Dalmacija,257.84,0,0.0
640,62,IPM,Zagreb,301.3,0,0.0
641,54,IPM,Slavonija,246.42,0,0.0
642,36,IPM,Dalmacija,246.56,0,0.0
643,44,IPM,Slavonija,276.53,0,0.0
644,30,IPM,Istra i Kvarner,250.25,0,0.0
645,74,IPM,Zagreb,261.75,0,0.0
646,77,Broker,Zagreb,287.14,0,0.0
647,29,Web,Dalmacija,246.43,0,0.0
648,26,Web,Dalmacija,237.66,0,0.0
649,44,Banka,Istra i Kvarner,251.35,0,0.0
650,80,Web,Slavonija,262.4,0,0.0
651,46,IPM,Istra i Kvarner,232.61,0,0.0
652,39,Web,Dalmacija,232.26,1,2207.8
653,36,Web,Dalmacija,248.8,0,0.0
654,55,Banka,Slavonija,233.5,0,0.0
655,56,Web,Zagreb,253.94,0,0.0
656,32,IPM,Istra i Kvarner,250.09,0,0.0
657,71,IPM,Slavonija,266.59,0,0.0
658,49,IPM,Slavonija,261.82,0,0.0
659,63,Web,Slavonija,248.4,0,0.0
660,78,Web,Slavonija,269.24,1,413.34
661,69,IPM,Slavonija,276.02,0,0.0
662,51,Broker,Zagreb,283.11,0,0.0
663,52,Web,Dalmacija,244.51,0,0.0
664,54,IPM,Slavonija,273.44,0,0.0
665,78,IPM,Slavonija,272.78,0,0.0
666,66,IPM,Zagreb,279.18,0,0.0
667,26,IPM,Zagreb,295.18,0,0.0
668,36,IPM,Zagreb,262.11,0,0.0
669,45,IPM,Dalmacija,218.99,0,0.0
670,43,IPM,Zagreb,258.98,0,0.0
671,55,IPM,Istra i Kvarner,253.1,0,0.0
672,57,Broker,Zagreb,273.78,0,0.0
673,42,IPM,Zagreb,290.87,0,0.0
674,40,Web,Zagreb,250.49,0,0.0
675,82,Web,Zagreb,250.81,0,0.0
676,39,Broker,Dalmacija,261.43,0,0.0
677,81,IPM,Dalmacija,228.46,0,0.0
678,75,IPM,Slavonija,245.94,0,0.0
679,45,Broker,Zagreb,275.41,0,0.0
680,21,Broker,Zagreb,264.27,0,0.0
681,18,Broker,Slavonija,258.67,1,3462.41
682,43,IPM,Istra i Kvarner,219.07,0,0.0
683,50,IPM,Zagreb,305.23,0,0.0
684,44,Web,Dalmacija,245.05,0,0.0
685,59,Broker,Slavonija,247.45,0,0.0
686,81,Web,Zagreb,319.44,0,0.0
687,42,Web,Slavonija,229.6,0,0.0
688,21,IPM,Zagreb,257.76,0,0.0
689,29,Banka,Dalmacija,271.07,0,0.0
690,75,IPM,Zagreb,249.32,0,0.0
691,28,IPM,Dalmacija,257.43,1,1953.65
692,76,Web,Zagreb,265.0,0,0.0
693,53,Web,Istra i Kvarner,225.76,0,0.0
694,39,IPM,Zagreb,283.69,1,822.71
695,82,IPM,Dalmacija,258.34,0,0.0
696,67,Web,Dalmacija,250.02,0,0.0
697,21,IPM,Istra i Kvarner,281.04,0,0.0
698,69,Web,Slavonija,238.43,0,0.0
699,60,IPM,Dalmacija,263.0,1,259.96
700,63,Web,Zagreb,280.4,0,0.0
701,21,Web,Zagreb,291.03,0,0.0
702,30,IPM,Slavonija,242.44,0,0.0
703,55,IPM,Zagreb,252.15,0,0.0
704,62,IPM,Istra i Kvarner,239.77,0,0.0
705,42,IPM,Zagreb,273.95,0,0.0
706,84,Broker,Slavonija,260.21,0,0.0
707,72,IPM,Slavonija,250.26,0,0.0
708,56,Broker,Slavonija,253.23,1,468.75
709,82,IPM,Slavonija,275.88,0,0.0
710,19,Web,Zagreb,274.6,0,0.0
711,79,Banka,Slavonija,242.01,0,0.0
712,63,Web,Zagreb,282.27,1,1471.15
713,48,Web,Istra i Kvarner,224.26,1,398.73
714,52,Web,Dalmacija,224.23,1,116.6
715,62,IPM,Istra i Kvarner,247.99,1,610.4
716,71,Broker,Zagreb,259.61,1,5285.85
717,46,Broker,Zagreb,264.96,0,0.0
718,25,Broker,Zagreb,290.42,0,0.0
719,71,IPM,Zagreb,283.68,0,0.0
720,24,Banka,Zagreb,273.73,0,0.0
721,40,Broker,Slavonija,251.24,0,0.0
722,49,IPM,Zagreb,268.0,0,0.0
723,79,IPM,Slavonija,262.74,0,0.0
724,62,Banka,Dalmacija,261.89,0,0.0
725,47,Web,Slavonija,264.86,0,0.0
726,56,Broker,Zagreb,290.59,0,0.0
727,22,IPM,Zagreb,275.89,1,1168.75
728,84,Banka,Slavonija,239.53,0,0.0
729,39,IPM,Zagreb,272.24,0,0.0
730,45,IPM,Slavonija,251.75,0,0.0
731,39,IPM,Zagreb,263.88,0,0.0
732,46,Broker,Dalmacija,274.45,0,0.0
733,60,Web,Dalmacija,274.52,0,0.0
734,59,Web,Slavonija,248.2,0,0.0
735,77,IPM,Zagreb,292.01,0,0.0
736,76,Broker,Zagreb,284.24,0,0.0
737,23,IPM,Dalmacija,242.55,0,0.0
738,45,Broker,Slavonija,256.18,0,0.0
739,48,Web,Zagreb,262.22,0,0.0
740,56,IPM,Zagreb,260.48,1,1797.73
741,67,Web,Zagreb,282.87,0,0.0
742,54,IPM,Dalmacija,257.33,0,0.0
743,32,Banka,Zagreb,319.45,0,0.0
744,68,Web,Slavonija,247.67,0,0.0
745,40,IPM,Slavonija,242.07,0,0.0
746,42,Broker,Slavonija,263.84,1,346.4
747,63,IPM,Dalmacija,249.62,1,1173.53
748,40,Web,Dalmacija,240.29,0,0.0
749,27,Broker,Slavonija,241.21,1,1051.37
750,49,Web,Zagreb,272.04,0,0.0
751,68,IPM,Slavonija,265.82,0,0.0
752,58,Broker,Slavonija,256.47,0,0.0
753,82,Web,Slavonija,237.5,0,0.0
754,82,IPM,Slavonija,277.52,0,0.0
755,57,IPM,Zagreb,260.03,0,0.0
756,35,Banka,Slavonija,238.94,0,0.0
757,53,Web,Zagreb,294.26,0,0.0
758,48,Web,Dalmacija,272.46,0,0.0
759,71,Broker,Zagreb,280.83,0,0.0
760,80,Banka,Dalmacija,230.64,0,0.0
761,18,IPM,Zagreb,276.6,1,869.99
762,69,IPM,Slavonija,229.49,0,0.0
763,74,IPM,Dalmacija,287.27,0,0.0
764,26,Banka,Zagreb,279.74,0,0.0
765,73,IPM,Dalmacija,262.02,0,0.0
766,64,Web,Slavonija,244.45,0,0.0
767,20,Banka,Slavonija,277.09,0,0.0
768,19,Broker,Zagreb,266.71,0,0.0
769,71,IPM,Slavonija,237.12,0,0.0
770,54,Broker,Slavonija,254.57,0,0.0
771,73,IPM,Slavonija,263.2,0,0.0
772,48,Broker,Slavonija,281.93,0,0.0
773,29,IPM,Slavonija,274.21,1,502.72
774,75,IPM,Zagreb,294.72,0,0.0
775,84,Banka,Zagreb,263.69,2,5750.07
776,43,IPM,Zagreb,263.35,1,1192.38
777,29,IPM,Zagreb,260.52,0,0.0
778,33,Banka,Dalmacija,247.74,0,0.0
779,70,Banka,Dalmacija,221.3,0,0.0
780,66,Web,Zagreb,297.53,0,0.0
781,66,Web,Istra i Kvarner,234.63,0,0.0
782,24,Web,Slavonija,232.78,0,0.0
783,32,IPM,Istra i Kvarner,243.91,2,2204.74
784,53,IPM,Dalmacija,229.86,0,0.0
785,32,IPM,Dalmacija,259.66,0,0.0
786,79,Broker,Zagreb,259.06,0,0.0
787,35,Web,Zagreb,283.27,0,0.0
788,63,Web,Zagreb,290.26,0,0.0
789,78,Web,Dalmacija,241.76,2,1933.18
790,60,Broker,Zagreb,263.16,0,0.0
791,61,IPM,Dalmacija,237.97,0,0.0
792,83,Web,Zagreb,257.14,0,0.0
793,72,Web,Dalmacija,243.69,0,0.0
794,56,Web,Zagreb,276.11,0,0.0
795,22,IPM,Zagreb,252.18,0,0.0
796,74,Broker,Zagreb,264.41,0,0.0
797,32,Broker,Slavonija,252.37,1,239.28
798,33,Web,Zagreb,275.57,0,0.0
799,74,Web,Dalmacija,209.99,0,0.0
800,42,Broker,Zagreb,285.45,0,0.0
801,39,Banka,Zagreb,295.43,0,0.0
802,48,IPM,Dalmacija,241.41,0,0.0
803,51,Web,Zagreb,246.37,0,0.0
804,33,Web,Istra i Kvarner,238.53,0,0.0
805,76,Web,Istra i Kvarner,238.09,0,0.0
806,32,Banka,Zagreb,294.8,0,0.0
807,30,Broker,Zagreb,256.95,1,8640.27
808,41,Broker,Zagreb,269.09,2,3178.57
809,30,Web,Dalmacija,275.17,0,0.0
810,82,IPM,Slavonija,252.41,0,0.0
811,53,Broker,Slavonija,252.93,0,0.0
812,66,Broker,Dalmacija,248.48,0,0.0
813,65,IPM,Zagreb,291.13,1,3913.85
814,60,Broker,Dalmacija,256.06,0,0.0
815,23,Broker,Dalmacija,277.8,0,0.0
816,31,Web,Slavonija,279.44,0,0.0
817,47,Web,Dalmacija,254.71,1,992.83
818,25,IPM,Dalmacija,249.44,0,0.0
819,71,IPM,Zagreb,277.7,0,0.0
820,83,IPM,Slavonija,241.5,0,0.0
821,21,Broker,Slavonija,252.01,0,0.0
822,77,IPM,Zagreb,251.21,0,0.0
823,70,IPM,Istra i Kvarner,239.32,0,0.0
824,32,IPM,Zagreb,287.98,0,0.0
825,18,Web,Slavonija,258.07,0,0.0
826,39,Broker,Slavonija,248.09,0,0.0
827,32,IPM,Zagreb,281.91,0,0.0
828,39,IPM,Istra i Kvarner,272.59,0,0.0
829,67,Banka,Dalmacija,244.22,0,0.0
830,65,Web,Slavonija,228.47,1,750.37
831,68,IPM,Zagreb,285.35,0,0.0
832,34,Web,Zagreb,283.85,0,0.0
833,68,IPM,Zagreb,287.53,1,2169.04
834,54,IPM,Zagreb,255.25,0,0.0
835,66,Web,Slavonija,227.5,0,0.0
836,76,Web,Istra i Kvarner,253.97,0,0.0
837,27,Broker,Slavonija,252.92,0,0.0
838,47,IPM,Dalmacija,244.64,0,0.0
839,38,Web,Slavonija,271.7,0,0.0
840,51,Web,Slavonija,249.85,0,0.0
841,67,IPM,Dalmacija,268.47,0,0.0
842,64,Web,Slavonija,263.17,0,0.0
843,23,IPM,Dalmacija,233.65,0,0.0
844,67,Broker,Zagreb,260.37,0,0.0
845,80,IPM,Zagreb,253.84,0,0.0
846,29,Web,Dalmacija,256.47,0,0.0
847,58,IPM,Slavonija,251.47,0,0.0
848,48,Broker,Dalmacija,270.25,0,0.0
849,19,Web,Istra i Kvarner,258.93,0,0.0
850,33,Web,Zagreb,253.58,0,0.0
851,18,IPM,Slavonija,243.07,0,0.0
852,21,Banka,Zagreb,240.18,0,0.0
853,64,IPM,Slavonija,254.4,0,0.0
854,82,Broker,Dalmacija,291.86,0,0.0
855,69,IPM,Zagreb,277.16,0,0.0
856,64,IPM,Slavonija,253.02,0,0.0
857,67,IPM,Dalmacija,249.74,1,1127.92
858,62,Web,Zagreb,280.87,0,0.0
859,59,Web,Dalmacija,247.66,1,188.59
860,73,IPM,Slavonija,259.27,0,0.0
861,74,Banka,Istra i Kvarner,238.41,0,0.0
862,50,Web,Zagreb,262.94,0,0.0
863,45,Web,Zagreb,253.67,0,0.0
864,61,Web,Slavonija,249.51,0,0.0
865,73,Web,Zagreb,256.75,0,0.0
866,61,Web,Istra i Kvarner,271.79,0,0.0
867,51,IPM,Zagreb,267.89,0,0.0
868,31,IPM,Dalmacija,220.46,0,0.0
869,46,Broker,Slavonija,232.97,1,261.62
870,34,Broker,Zagreb,277.23,0,0.0
871,26,IPM,Zagreb,285.76,0,0.0
872,44,IPM,Slavonija,255.31,0,0.0
873,66,Web,Slavonija,237.66,0,0.0
874,54,Web,Zagreb,265.57,0,0.0
875,45,IPM,Istra i Kvarner,239.67,0,0.0
876,67,IPM,Zagreb,284.35,0,0.0
877,72,Banka,Slavonija,251.74,0,0.0
878,21,Web,Slavonija,243.29,2,8767.61
879,36,IPM,Zagreb,264.12,1,1739.79
880,54,IPM,Istra i Kvarner,242.16,0,0.0
881,21,IPM,Zagreb,275.14,0,0.0
882,54,Web,Zagreb,297.12,0,0.0
883,68,IPM,Zagreb,278.08,0,0.0
884,49,IPM,Slavonija,244.95,0,0.0
885,62,Banka,Slavonija,243.78,0,0.0
886,29,IPM,Slavonija,275.53,0,0.0
887,58,Web,Zagreb,288.61,0,0.0
888,73,IPM,Zagreb,291.15,0,0.0
889,31,IPM,Dalmacija,261.21,0,0.0
890,71,IPM,Zagreb,274.18,0,0.0
891,80,Banka,Dalmacija,267.97,0,0.0
892,82,Broker,Zagreb,250.78,0,0.0
893,75,Broker,Dalmacija,273.26,0,0.0
894,38,IPM,Zagreb,287.25,0,0.0
895,21,Web,Slavonija,257.29,0,0.0
896,63,IPM,Zagreb,262.51,0,0.0
897,29,IPM,Zagreb,290.36,0,0.0
898,47,Broker,Zagreb,293.89,0,0.0
899,77,IPM,Zagreb,263.38,1,430.59
900,82,IPM,Zagreb,263.88,1,1163.25
901,31,IPM,Slavonija,234.5,1,734.45
902,61,IPM,Slavonija,258.22,0,0.0
903,43,IPM,Dalmacija,248.53,0,0.0
904,33,Web,Slavonija,281.84,1,3594.59
905,24,Web,Slavonija,226.99,0,0.0
906,49,Broker,Slavonija,236.94,0,0.0
907,33,Broker,Slavonija,250.18,0,0.0
908,79,IPM,Slavonija,259.98,0,0.0
909,47,IPM,Dalmacija,259.3,0,0.0
910,29,IPM,Zagreb,276.39,0,0.0
911,84,Web,Zagreb,280.81,0,0.0
912,63,IPM,Slavonija,251.78,0,0.0
913,60,Web,Zagreb,292.31,0,0.0
914,72,Web,Dalmacija,241.66,0,0.0
915,62,Web,Dalmacija,243.36,0,0.0
916,77,Web,Zagreb,286.38,0,0.0
917,49,IPM,Zagreb,300.94,0,0.0
918,25,Broker,Slavonija,240.49,0,0.0
919,79,Banka,Slavonija,253.62,0,0.0
920,37,IPM,Zagreb,268.76,0,0.0
921,35,Broker,Dalmacija,258.32,1,865.77
922,23,Web,Slavonija,225.38,0,0.0
923,46,Broker,Zagreb,269.3,0,0.0
924,21,Banka,Zagreb,265.53,0,0.0
925,60,Web,Dalmacija,244.86,0,0.0
926,51,IPM,Zagreb,233.11,0,0.0
927,50,IPM,Dalmacija,280.37,0,0.0
928,32,Web,Slavonija,212.59,0,0.0
929,57,Web,Slavonija,257.14,0,0.0
930,22,IPM,Dalmacija,230.59,0,0.0
931,67,IPM,Dalmacija,231.33,0,0.0
932,83,Broker,Zagreb,277.28,0,0.0
933,71,Broker,Zagreb,286.41,0,0.0
934,63,Web,Dalmacija,233.87,0,0.0
935,28,IPM,Slavonija,233.38,0,0.0
936,66,IPM,Zagreb,253.63,0,0.0
937,40,IPM,Istra i Kvarner,253.22,0,0.0
938,72,Broker,Zagreb,257.72,0,0.0
939,22,IPM,Zagreb,296.26,0,0.0
940,81,Web,Zagreb,255.96,0,0.0
941,52,IPM,Slavonija,258.13,0,0.0
942,71,Web,Slavonija,273.17,0,0.0
943,20,Web,Zagreb,276.14,0,0.0
944,23,Broker,Zagreb,245.46,0,0.0
945,73,IPM,Zagreb,281.6,1,3309.17
946,19,IPM,Slavonija,246.31,1,3243.96
947,55,IPM,Zagreb,274.31,0,0.0
948,73,Broker,Istra i Kvarner,273.79,0,0.0
949,22,Broker,Zagreb,275.85,0,0.0
950,63,Web,Istra i Kvarner,257.7,0,0.0
951,28,Web,Zagreb,264.08,0,0.0
952,82,Web,Dalmacija,245.79,0,0.0
953,27,IPM,Zagreb,293.53,0,0.0
954,58,Broker,Zagreb,277.25,0,0.0
955,61,Web,Dalmacija,254.28,0,0.0
956,50,IPM,Dalmacija,265.02,0,0.0
957,73,Web,Slavonija,274.45,0,0.0
958,29,IPM,Dalmacija,232.66,1,2025.9
959,19,IPM,Slavonija,242.63,0,0.0
960,18,Banka,Dalmacija,271.87,0,0.0
961,82,IPM,Zagreb,307.88,0,0.0
962,50,Web,Slavonija,246.07,0,0.0
963,53,IPM,Slavonija,254.07,0,0.0
964,38,IPM,Zagreb,280.79,0,0.0
965,53,IPM,Dalmacija,253.51,1,903.02
966,43,IPM,Zagreb,279.09,0,0.0
967,64,Banka,Zagreb,297.52,0,0.0
968,18,IPM,Slavonija,222.99,0,0.0
969,55,Web,Slavonija,240.17,1,761.4
970,31,Web,Zagreb,285.54,0,0.0
971,63,Web,Zagreb,266.81,0,0.0
972,59,Broker,Istra i Kvarner,254.3,1,794.59
973,24,Banka,Zagreb,292.93,0,0.0
974,72,IPM,Slavonija,274.0,0,0.0
975,73,IPM,Dalmacija,254.16,0,0.0
976,80,IPM,Slavonija,272.34,0,0.0
977,41,Web,Istra i Kvarner,252.13,0,0.0
978,21,IPM,Dalmacija,245.45,0,0.0
979,59,Web,Slavonija,226.85,0,0.0
980,45,Web,Slavonija,234.95,0,0.0
981,57,IPM,Slavonija,250.07,0,0.0
982,68,Banka,Slavonija,250.38,0,0.0
983,46,IPM,Dalmacija,253.44,0,0.0
984,59,IPM,Zagreb,305.3,0,0.0
985,22,Banka,Zagreb,287.39,0,0.0
986,58,Web,Zagreb,288.27,0,0.0
987,78,Web,Zagreb,305.16,0,0.0
988,72,Web,Zagreb,269.12,0,0.0
989,45,IPM,Dalmacija,242.37,1,5288.69
990,58,Broker,Slavonija,268.34,0,0.0
991,26,Banka,Slavonija,257.29,0,0.0
992,46,Web,Slavonija,249.33,0,0.0
993,55,IPM,Dalmacija,249.09,0,0.0
994,79,Web,Slavonija,247.42,0,0.0
995,71,IPM,Dalmacija,248.49,0,0.0
996,69,IPM,Zagreb,274.95,0,0.0
997,51,Broker,Istra i Kvarner,245.54,0,0.0
998,54,IPM,Slavonija,258.33,0,0.0
999,66,Broker,Zagreb,287.32,0,0.0
1000,59,Web,Slavonija,241.53,0,0.0
1001,31,IPM,Slavonija,263.54,0,0.0
1002,50,Web,Zagreb,254.02,0,0.0
1003,34,Broker,Slavonija,257.56,0,0.0
1004,49,Banka,Zagreb,284.14,0,0.0
1005,56,Broker,Zagreb,273.62,0,0.0
1006,27,Web,Istra i Kvarner,250.86,0,0.0
1007,41,Web,Slavonija,246.5,0,0.0
1008,75,Broker,Dalmacija,242.39,2,854.67
1009,81,IPM,Slavonija,250.01,0,0.0
1010,36,Web,Zagreb,265.99,0,0.0
1011,25,IPM,Slavonija,267.09,0,0.0
1012,57,Broker,Slavonija,218.46,0,0.0
1013,30,Broker,Istra i Kvarner,247.98,0,0.0
1014,44,IPM,Zagreb,243.64,0,0.0
1015,19,Banka,Dalmacija,234.04,0,0.0
1016,33,Broker,Istra i Kvarner,241.35,0,0.0
1017,31,IPM,Slavonija,270.09,1,277.11
1018,34,Web,Istra i Kvarner,267.31,0,0.0
1019,77,Broker,Zagreb,276.2,0,0.0
1020,34,IPM,Istra i Kvarner,250.96,0,0.0
1021,62,Web,Dalmacija,265.56,0,0.0
1022,55,IPM,Zagreb,293.67,0,0.0
1023,81,Broker,Istra i Kvarner,241.38,0,0.0
1024,23,Broker,Slavonija,260.09,1,1936.76
1025,77,Broker,Slavonija,235.65,0,0.0
1026,66,Web,Slavonija,244.16,0,0.0
1027,38,Broker,Zagreb,284.8,0,0.0
1028,40,Broker,Slavonija,240.13,0,0.0
1029,74,IPM,Dalmacija,244.68,0,0.0
1030,81,Broker,Zagreb,247.63,0,0.0
1031,46,IPM,Zagreb,282.44,2,1482.03
1032,44,Web,Zagreb,260.44,0,0.0
1033,23,IPM,Slavonija,237.68,1,3699.78
1034,38,IPM,Dalmacija,270.33,0,0.0
1035,58,IPM,Dalmacija,239.69,0,0.0
1036,22,Web,Istra i Kvarner,261.29,1,1784.27
1037,32,IPM,Slavonija,266.49,1,2513.48
1038,38,Banka,Zagreb,290.14,0,0.0
1039,75,IPM,Istra i Kvarner,246.26,2,1217.81
1040,21,IPM,Dalmacija,243.59,0,0.0
1041,24,Web,Slavonija,236.3,0,0.0
1042,52,Banka,Slavonija,223.58,0,0.0
1043,53,IPM,Istra i Kvarner,261.58,2,1458.14
1044,32,Web,Dalmacija,260.16,0,0.0
1045,19,Broker,Zagreb,282.87,0,0.0
1046,74,Web,Dalmacija,207.43,0,0.0
1047,22,IPM,Zagreb,272.08,0,0.0
1048,49,IPM,Zagreb,285.39,0,0.0
1049,58,Broker,Slavonija,269.3,0,0.0
1050,59,IPM,Zagreb,279.93,1,227.64
1051,82,Broker,Zagreb,278.2,0,0.0
1052,57,Web,Zagreb,263.8,0,0.0
1053,55,Broker,Slavonija,255.68,0,0.0
1054,59,Banka,Dalmacija,246.45,0,0.0
1055,54,Broker,Istra i Kvarner,239.06,1,738.73
1056,73,IPM,Zagreb,255.9,0,0.0
1057,72,Banka,Slavonija,235.81,0,0.0
1058,71,Web,Istra i Kvarner,254.87,0,0.0
1059,39,Web,Zagreb,252.1,0,0.0
1060,44,Web,Dalmacija,245.59,1,303.02
1061,64,Broker,Dalmacija,269.62,0,0.0
1062,55,Broker,Zagreb,251.34,0,0.0
1063,56,Banka,Dalmacija,256.74,0,0.0
1064,32,Web,Dalmacija,258.21,0,0.0
1065,83,Web,Zagreb,270.19,0,0.0
1066,78,Banka,Zagreb,285.27,0,0.0
1067,77,IPM,Zagreb,271.9,0,0.0
1068,25,IPM,Zagreb,288.12,0,0.0
1069,61,IPM,Slavonija,233.98,0,0.0
1070,60,IPM,Slavonija,278.34,0,0.0
1071,23,IPM,Zagreb,298.71,0,0.0
1072,44,IPM,Istra i Kvarner,216.55,0,0.0
1073,62,IPM,Zagreb,294.35,0,0.0
1074,40,IPM,Zagreb,265.48,0,0.0
1075,30,Broker,Zagreb,298.64,0,0.0
1076,81,Web,Slavonija,265.13,0,0.0
1077,42,IPM,Slavonija,233.69,0,0.0
1078,69,Web,Zagreb,284.49,0,0.0
1079,65,IPM,Zagreb,263.44,0,0.0
1080,78,Broker,Dalmacija,258.07,1,11974.73
1081,34,Banka,Istra i Kvarner,250.69,0,0.0
1082,57,IPM,Zagreb,262.96,0,0.0
1083,43,Web,Zagreb,252.94,0,0.0
1084,73,Broker,Slavonija,253.45,0,0.0
1085,57,Broker,Dalmacija,256.96,0,0.0
1086,25,Web,Zagreb,272.4,0,0.0
1087,62,Web,Istra i Kvarner,238.39,0,0.0
1088,34,IPM,Slavonija,242.75,0,0.0
1089,58,Broker,Slavonija,233.56,0,0.0
1090,26,IPM,Slavonija,261.04,0,0.0
1091,41,Broker,Istra i Kvarner,217.61,0,0.0
1092,28,Web,Dalmacija,264.28,0,0.0
1093,52,Web,Zagreb,273.75,0,0.0
1094,46,Web,Zagreb,283.61,0,0.0
1095,25,IPM,Slavonija,259.3,0,0.0
1096,34,IPM,Zagreb,276.94,1,679.67
1097,29,IPM,Dalmacija,244.15,0,0.0
1098,67,IPM,Dalmacija,266.59,2,407.3
1099,41,Banka,Dalmacija,224.27,0,0.0
1100,54,IPM,Istra i Kvarner,269.53,0,0.0
1101,28,IPM,Zagreb,256.47,0,0.0
1102,76,Broker,Dalmacija,245.12,1,529.29
1103,72,Broker,Dalmacija,271.47,1,3683.69
1104,44,Broker,Zagreb,311.79,0,0.0
1105,84,Broker,Dalmacija,252.73,0,0.0
1106,77,IPM,Zagreb,252.65,0,0.0
1107,19,IPM,Dalmacija,262.81,1,1961.52
1108,35,Banka,Slavonija,249.41,0,0.0
1109,37,Web,Zagreb,257.48,0,0.0
1110,80,IPM,Slavonija,253.29,0,0.0
1111,19,Broker,Slavonija,230.35,0,0.0
1112,59,IPM,Zagreb,278.22,0,0.0
1113,45,IPM,Zagreb,259.82,0,0.0
1114,46,Web,Slavonija,220.48,0,0.0
1115,45,Web,Slavonija,225.07,0,0.0
1116,77,Web,Dalmacija,240.89,0,0.0
1117,22,IPM,Istra i Kvarner,257.53,0,0.0
1118,32,Broker,Slavonija,268.81,0,0.0
1119,49,IPM,Dalmacija,271.41,0,0.0
1120,69,IPM,Slavonija,227.32,0,0.0
1121,54,Broker,Dalmacija,246.63,0,0.0
1122,32,Broker,Zagreb,264.93,0,0.0
1123,58,Broker,Zagreb,273.25,0,0.0
1124,21,Broker,Slavonija,271.16,0,0.0
1125,70,Web,Zagreb,277.66,0,0.0
1126,44,Web,Dalmacija,263.02,0,0.0
1127,38,IPM,Dalmacija,283.17,0,0.0
1128,77,Web,Zagreb,249.18,0,0.0
1129,81,IPM,Slavonija,242.88,0,0.0
1130,64,IPM,Dalmacija,258.57,0,0.0
1131,71,Banka,Dalmacija,254.0,0,0.0
1132,48,Web,Zagreb,292.3,0,0.0
1133,34,IPM,Zagreb,268.67,0,0.0
1134,67,IPM,Slavonija,253.09,0,0.0
1135,24,Web,Slavonija,238.66,0,0.0
1136,45,IPM,Zagreb,292.55,0,0.0
